,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Ako City,District_Asahicho,District_Fukuura,District_Genrokubashicho,District_Hamaichi,District_Heiseicho,District_Higashihamacho,District_Higashiune,District_Hommiocho,District_Hosonocho,District_Isohamacho,District_Itayacho,District_Josaicho,District_Kaihincho,District_Kamikariya,District_Kamikariyaminami,District_Kariya,District_Kariyaminami,District_Kariyanakasu,District_Katahamacho,District_Kitanonaka,District_Kizu,District_Kohamacho,District_Kono,District_Kotobukicho,District_Kurosakicho,District_Manago,District_Matsubaracho,District_Mesaka,District_Misaki,District_Miyamaecho,District_Motomachi,District_Motookicho,District_Motoshiocho,District_Nagaikecho,District_Nakahamacho,District_Nakahiro,District_Nakayama,District_Nanguucho,District_Nishiune,District_Nojincho,District_Orikata,District_Osaki,District_Otsu,District_Roppyakumecho,District_Sakoshi,District_Satsukicho,District_Shimizucho,District_Shinden,District_Shioya,District_Shohobashicho,District_Takao,District_Tenwa,District_Unemure,District_Unenarabara,District_Uneyokoo,District_Wakakusacho,Nearest_Station_Banshuako,Nearest_Station_Bizenfukukawa,Nearest_Station_Sakoshi,Nearest_Station_Tenwa,Nearest_Station_Une,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
