,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Sawara Ward,Fukuoka City",District_Akebono,District_Arae,District_Arita,District_Fujisaki,District_Hara,District_Higashiirube,District_Hoshiguma,District_Iikura,District_Jiromaru,District_Josei,District_Kamo,District_Kotabe,District_Minamisho,District_Momochi,District_Momochihama,District_Muromi,District_Murozumidanchi,District_Nishiirube,District_Nishijin,District_Noke,District_Oaza Ishigama,District_Oaza Magarifuchi,District_Oaza Nishi,District_Oaza Nishiaburayama,District_Oaza Shiiba,District_Oaza Uchino,District_Oaza Wakiyama,District_Sawara,District_Shigedome,District_Shika,District_Shikatadanchi,District_Shodai,District_Sohara,District_Taguma,District_Takatori,District_Tamura,District_Uchino,District_Umebayashi,District_Wakiyama,District_Yayoi,Nearest_Station_Befu (Fukuoka),Nearest_Station_Chayama (Fukuoka),Nearest_Station_Fujisaki (Fukuoka),Nearest_Station_Jiromaru,Nearest_Station_Kamo,Nearest_Station_Kanayama (Fukuoka),Nearest_Station_Muromi,Nearest_Station_Nishijin,Nearest_Station_Noke,Nearest_Station_Umebayashi (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
