,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Kodaira City,District_Gakuenhigashicho,District_Gakuennishimachi,District_Hanakoganei,District_Hanakoganeiminamicho,District_Josuihoncho,District_Josuiminamicho,District_Josuishimmachi,District_Kiheicho,District_Meguritacho,District_Misonocho,District_Miyukicho,District_Nakajimacho,District_Nakamachi,District_Ogawacho,District_Ogawahigashicho,District_Ogawanishimachi,District_Onumacho,District_Sakaecho,District_Suzukicho,District_Takanodai,District_Tenjincho,District_Tsudamachi,Nearest_Station_Hagiyama,Nearest_Station_Hanakoganei,Nearest_Station_Higashimurayama,Nearest_Station_Higashiyamatoshi,Nearest_Station_Hitotsubashigakuen,Nearest_Station_Kodaira,Nearest_Station_Koigakubo,Nearest_Station_Kokubunji,Nearest_Station_Kumegawa,Nearest_Station_Musashikoganei,Nearest_Station_Ogawa (Tokyo),Nearest_Station_Oumekaido,Nearest_Station_Sakurakaido,Nearest_Station_Shinkodaira,Nearest_Station_Takanodai,Nearest_Station_Tamagawajosui,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
