,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nara Prefecture,Municipality_Yamatokoriyama City,District_Asahicho,District_Banjocho,District_Choanjicho,District_Daikancho,District_Eikeijicho,District_Fujiwaracho,District_Hachijocho,District_Hasshiincho,District_Hiedacho,District_Higashinaraguchicho,District_Higashiokamachi,District_Hommachi,District_Ikezawacho,District_Imagocho,District_Inomachi,District_Izumiharacho,District_Jocho,District_Johokucho,District_Jonancho,District_Kanzancho,District_Kitakooriyamacho,District_Kitanishicho,District_Kobayashicho,District_Kobayashichonishi,District_Koizumicho,District_Koizumichohigashi,District_Kominamicho,District_Kon-yamachi,District_Kujocho,District_Kujohiranocho,District_Kurumamachi,District_Manganjicho,District_Matsukasacho,District_Minamidaikumachi,District_Minamiicho,District_Minamikooriyamacho,District_Minoshocho,District_Minoyamacho,District_Miyadocho,District_Nakakajimachi,District_Naramachi,District_Nikicho,District_Nishikannonjicho,District_Nishimachi,District_Nishiokamachi,District_Nishitanakacho,District_Nogaitocho,District_Nukatabekitamachi,District_Nukatabeminamimachi,District_Nukatabeteramachi,District_Omiyacho,District_Sakaimachi,District_Sennichicho,District_Shigicho,District_Shimmachi,District_Shimomitsuhashicho,District_Shinnakamachi,District_Shiromicho,District_Shironodaicho,District_Showacho,District_Sugimachi,District_Takadacho,District_Tanakacho,District_Tangonoshocho,District_Tenjocho,District_Tosenjicho,District_Toyouracho,District_Tsutsuicho,District_Uetsukicho,District_Uomachi,District_Watamachi,District_Yanagi,District_Yanagimachi,District_Yatacho,District_Yatamachidoori,District_Yatayamacho,District_Zaimokumachi,Nearest_Station_Family Koenmae,Nearest_Station_Hirahata,Nearest_Station_Ikebe,Nearest_Station_Kintetsukoriyama,Nearest_Station_Koriyama (Nara),Nearest_Station_Kujo (Nara),Nearest_Station_Tsutsui (Nara),Nearest_Station_Yamatokoizumi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings including valueless house,Dealings including private road",Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
