,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagasaki Prefecture,Municipality_Shimabara City,District_Aobamachi,District_Araikirimachi,District_Arimafunatsumachi,District_Bentemmachi,District_Chichibugauramachi,District_Ebisumachi,District_Funadomarimachi,District_Furucho,District_Hagihara,District_Hiedamachi,District_Hommachi,District_Honkojimachi,District_Jichumachi,District_Jonai,District_Joseinakanocho,District_Kakinokimachi,District_Kamimachi,District_Kashiwanomachi,District_Kitaantokumachi,District_Kitamommachi,District_Konammachi,District_Koyamamachi,District_Kueyamamachi,District_Midorimachi,District_Miemachi,District_Minamikashiwanomachi,District_Minamikueyamamachi,District_Minatomachi,District_Miyanomachi,District_Nakaantokumachi,District_Nakabaramachi,District_Nakagumimachi,District_Nakanomachi,District_Nishiyahatamachi,District_Nitamachi,District_Ojimomachi,District_Otebaramachi,District_Reinan,District_Sakauemachi,District_Sakigakemachi,District_Sakuramommachi,District_Shimbabamachi,District_Shimmachi,District_Shimminato,District_Shimokawashirimachi,District_Shimomiyamachi,District_Shimoorihashimachi,District_Shin-yama,District_Shindachi,District_Shindemmachi,District_Shinwamachi,District_Shiromimachi,District_Shitajincho,District_Takajima,District_Tamachi,District_Tsubukimachi,District_Tsumachi,District_Uenohara,District_Urada,District_Utomachi,District_Uwajincho,District_Yamaderamachi,Nearest_Station_Matsuomachi,Nearest_Station_Mie,Nearest_Station_Minamishimabara,Nearest_Station_None,Nearest_Station_Shimabara,Nearest_Station_Shimabaragaiko,Nearest_Station_Shimatetsuhonshamae,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
