,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tottori Prefecture,"Municipality_Yurihama Town,Tohaku County",District_Hawainagase,District_Oaza Asahi,District_Oaza Chukoji,District_Oaza Fujitsu,District_Oaza Hashizu,District_Oaza Hisadome,District_Oaza Kadota,District_Oaza Kamiasozu,District_Oaza Kamihashizu,District_Oaza Matsuzaki,District_Oaza Nagae,District_Oaza Nagota,District_Oaza Oshikadani,District_Oaza Ryuto,District_Oaza Sabi,District_Oaza Shimoasozu,District_Oaza Tabatake,District_Oaza Tajiri,District_Oaza Uno,Nearest_Station_Kurayoshi,Nearest_Station_Matsuzaki (Tottori),Nearest_Station_None,Nearest_Station_Tomari (Tottori),City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
