,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Kamakura City,District_Dai,District_Fueda,District_Gokurakuji,District_Hase,District_Imaizumi,District_Imaizumidai,District_Inamuragasaki,District_Iwase,District_Jomyoji,District_Juniso,District_Kajiwara,District_Kamakurayama,District_Kamimachiya,District_Kobukuroya,District_Komachi,District_Koshigoe,District_Nikaido,District_Nishikamakura,District_Nishimikado,District_Ofuna,District_Ogigayatsu,District_Okamoto,District_Omachi,District_Onarimachi,District_Sakanoshita,District_Sasamemachi,District_Sasuke,District_Sekiya,District_Shichirigahama,District_Shichirigahamahigashi,District_Shiromeguri,District_Takano,District_Tamanawa,District_Tebiro,District_Terabun,District_Tokiwa,District_Tsu,District_Tsunishi,District_Ueki,District_Yamanouchi,District_Yamazaki,District_Yuigahama,District_Yukinoshita,District_Zaimokuza,Nearest_Station_Enoshima,Nearest_Station_Fujimicho (Kanagawa),Nearest_Station_Fujisawa,Nearest_Station_Gokurakuji,Nearest_Station_Hase (Kanagawa),Nearest_Station_Hongodai,Nearest_Station_Inamuragasaki,Nearest_Station_Kamakura,Nearest_Station_Kamakurakokomae,Nearest_Station_Kataseyama,Nearest_Station_Kitakamakura,Nearest_Station_Koshigoe,Nearest_Station_Mejiroyamashita,Nearest_Station_Nishikamakura,Nearest_Station_Ofuna,Nearest_Station_Shichirigahama,Nearest_Station_Shonanfukasawa,Nearest_Station_Shonanmachiya,Nearest_Station_Wadazuka,Nearest_Station_Yuigahama,Nearest_Station_Zushi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
