,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Showa Ward,Nagoya City",District_Akebonocho,District_Aratacho,District_Ayuchitoori,District_Dankeitoori,District_Deguchicho,District_Ehocho,District_Enjocho,District_Fujinaritoori,District_Fukiagecho,District_Fukue,District_Fukuharacho,District_Gokiso,District_Gokisotoori,District_Hagiwaracho,District_Hanamitoori,District_Hayatocho,District_Hazamacho,District_Hirojicho,District_Hirojihommachi,District_Hirojitoori,District_Hiromicho,District_Ikatsucho,District_Ishibotokecho,District_Kamiyamacho,District_Kawaharatoori,District_Kawanacho,District_Kawanahommachi,District_Kawanayamacho,District_Kikuzonocho,District_Kitayamacho,District_Kitayamahommachi,District_Kobaicho,District_Komagatacho,District_Kurumadacho,District_Maeyamacho,District_Maruyacho,District_Meigetsucho,District_Minamiwakecho,District_Minamiyamacho,District_Miyahigashicho,District_Motomiyacho,District_Mukaiyamacho,District_Murakumocho,District_Nagatocho,District_Nishibatacho,District_Oridocho,District_Rakuencho,District_Sakurayamacho,District_Shimogamaecho,District_Shiotsuketoori,District_Shirakane,District_Takaminecho,District_Takigotoori,District_Takikawacho,District_Takikocho,District_Taomocho,District_Tenjincho,District_Tsuruhacho,District_Tsurumai,District_Wakayagicho,District_Yagotofujimi,District_Yagotohommachi,District_Yakumocho,District_Yamanakacho,District_Yamanotetoori,District_Yamatocho,District_Yamawakicho,District_Yamazatocho,District_Yasudatoori,District_Yukimicho,Nearest_Station_Arahata,Nearest_Station_Fukiage (Aichi),Nearest_Station_Gokiso,Nearest_Station_Higashibetsuin,Nearest_Station_Irinaka,Nearest_Station_Kanayama (Aichi),Nearest_Station_Kawana,Nearest_Station_Motoyama (Aichi),Nearest_Station_Nagoyadaigaku,Nearest_Station_Sakurayama,Nearest_Station_Sogo Rehabilitation Center,Nearest_Station_Tsurumai,Nearest_Station_Yagoto,Nearest_Station_Yagotonisseki,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,Layout_6LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
