,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Mihara Ward,Sakai City",District_Ami,District_Bodai,District_Daiho,District_Hirao,District_Imai,District_Ishihara,District_Kitaamabe,District_Kitaamabenishi,District_Kobirao,District_Kodera,District_Kuroyama,District_Minamiamabe,District_Minamiamabenishi,District_Mokuzaidoori,District_Owai,District_Satsukinohigashi,District_Satsukinonishi,District_Seinandai,District_Shimpukuji,District_Sugo,District_Tai,District_Tajii,District_Tanjo,Nearest_Station_Eganosho,Nearest_Station_Hagiharatenjin,Nearest_Station_Hatsushiba,Nearest_Station_Kawachimatsubara,Nearest_Station_Kishi,Nearest_Station_Kitanoda,Nearest_Station_Osakasayamashi,Nearest_Station_Sayama,Nearest_Station_Shinkanaoka,Nearest_Station_Takaminosato,Nearest_Station_Tondabayashi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
