,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Higashimatsuyama City,District_Azumacho,District_Goryocho,District_Hakusandai,District_Hatatatedai,District_Hiyoshicho,District_Honcho,District_Izumicho,District_Kamicho,District_Komatsubaracho,District_Matsubacho,District_Matsukazedai,District_Matsumotocho,District_Matsuyamacho,District_Midoricho,District_Motojuku,District_Oaza Furukoori,District_Oaza Godo,District_Oaza Hayamata,District_Oaza Higashidaira,District_Oaza Ichinokawa,District_Oaza Imaizumi,District_Oaza Ishibashi,District_Oaza Iwadono,District_Oaza Kamigarako,District_Oaza Kaminomoto,District_Oaza Kashiwazaki,District_Oaza Ketsuka,District_Oaza Matsuyama,District_Oaza Miyahana,District_Oaza Nishimotojuku,District_Oaza Noda,District_Oaza Oka,District_Oaza Oya,District_Oaza Shimogarako,District_Oaza Shimonomoto,District_Oaza Shimoodori,District_Oaza Shingo,District_Oaza Tagi,District_Oaza Takasaka,District_Ochayamacho,District_Rokkencho,District_Rokutancho,District_Saiwaicho,District_Sakurayamadai,District_Sawaguchicho,District_Shimmeicho,District_Shinjukucho,District_Sunadacho,District_Tonoyamacho,District_Wakamatsucho,District_Yakyucho,District_Yamazakicho,District_Zaimokucho,Nearest_Station_Higashimatsuyama,Nearest_Station_Kumagaya,Nearest_Station_Musashiranzan,Nearest_Station_Shinrinkoen (Saitama),Nearest_Station_Takasaka,Nearest_Station_Tsukinowa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
