,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saga Prefecture,"Municipality_Arita Town,Nishimatsuura County",District_Akaemachi,District_Akasaka,District_Haraake,District_Hirose,District_Hokaomachi,District_Hokaoyama,District_Hommachi,District_Iwayagawachi,District_Izumiyama,District_Kamikohira,District_Kamiuchino,District_Kamiyamadani,District_Kitanokawachi,District_Kurogo,District_Kuromuta,District_Kusunokibaru,District_Kuwakoba,District_Kuwanokibaru,District_Maibaru,District_Maruo,District_Nakadaru,District_Nambaru,District_Nanzan,District_Obo,District_Ogishuku,District_Ono,District_Shimohon,District_Shimouchino,District_Shirakawa,District_Tachibe,District_Take,District_Toshaku,District_Toya,District_Yamadanikiriguchi,District_Yamamoto,District_Zoshuku,Nearest_Station_Arita,Nearest_Station_Kamiarita,Nearest_Station_Kurogo (Saga),Nearest_Station_Midaibashi,Nearest_Station_Nishiarita,Nearest_Station_None,Nearest_Station_Ogi,Nearest_Station_Yamadani,Nearest_Station_Zoshuku,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
