,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Nakashibetsu Town,Shibetsu County",District_Asahigaoka,District_Higashi10jokita,District_Higashi11jokita,District_Higashi11jominami,District_Higashi12jokita,District_Higashi12jominami,District_Higashi13jokita,District_Higashi13jominami,District_Higashi14jominami,District_Higashi15jominami,District_Higashi16jominami,District_Higashi19jokita,District_Higashi19jominami,District_Higashi1jokita,District_Higashi20jominami,District_Higashi21jominami,District_Higashi22jominami,District_Higashi24jominami,District_Higashi25jominami,District_Higashi26jominami,District_Higashi27jominami,District_Higashi29jokita,District_Higashi29jominami,District_Higashi2jokita,District_Higashi2jominami,District_Higashi30jokita,District_Higashi32jokita,District_Higashi35jominami,District_Higashi37jokita,District_Higashi39jokita,District_Higashi39jominami,District_Higashi3jominami,District_Higashi4jominami,District_Higashi5jominami,District_Higashi6jokita,District_Higashi6jominami,District_Higashi7jokita,District_Higashi8jominami,District_Higashi9jokita,District_Kawanishi,District_Midorigaoka,District_Midorimachiminami,District_Minamimachi,District_Minaminaka,District_Narabigaoka,District_Nishi10jokita,District_Nishi10jominami,District_Nishi11jokita,District_Nishi11jominami,District_Nishi12jokita,District_Nishi13jokita,District_Nishi14jokita,District_Nishi1jokita,District_Nishi3jokita,District_Nishi4jokita,District_Nishi5jokita,District_Nishi5jominami,District_Nishi6jokita,District_Nishi6jominami,District_Nishi7jominami,District_Nishi8jokita,District_Nishi9jokita,District_Nishi9jominami,District_Nishimachi,District_Sakuragaoka,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
