,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Oita Prefecture,Municipality_Beppu City,District_Akibacho,District_Aoyamacho,District_Chiyomachi,District_Ekimaehommachi,District_Hamamachi,District_Hamawaki,District_Haramachi,District_Hikarimachi,District_Hiratamachi,District_Ishigakihigashi,District_Ishigakinishi,District_Kamegawashinoyumachi,District_Kaminoguchicho,District_Kamitanoyumachi,District_Mochigahamacho,District_Nakashimacho,District_Nishinoguchicho,District_Noda,District_Noguchimotomachi,District_Noguchinakamachi,District_Oaza Beppu,District_Oaza Kannawa,District_Oaza Minamitateishi,District_Saiwaimachi,District_Shimminatomachi,District_Shoningahamamachi,District_Tanoyumachi,District_Tsurumi,District_Uchikamado,District_Wakakusacho,Nearest_Station_Beppu (Oita),Nearest_Station_Beppudaigaku,Nearest_Station_Higashibeppu,Nearest_Station_Kamegawa,Nearest_Station_None,Nearest_Station_Oita,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
