,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Itoigawa City,District_Chuo,District_Higashiteramachi,District_Ichinomiya,District_Kiyosaki,District_Kyogamine,District_Minamioshiage,District_Minamiterajima,District_Minamiteramachi,District_Oaza Atsuda,District_Oaza Domyo,District_Oaza Hanyu,District_Oaza Hashiramichi,District_Oaza Hiraushi,District_Oaza Imamurashinden,District_Oaza Jokaku,District_Oaza Kajiyashiki,District_Oaza Katsura,District_Oaza Konoura,District_Oaza Nakashuku,District_Oaza Nikkoji,District_Oaza Nishiyachi,District_Oaza No,District_Oaza Nokodomari,District_Oaza Onibushi,District_Oaza Ono,District_Oaza Osawa,District_Oaza Oumi,District_Oaza Suzawa,District_Oaza Tabuse,District_Oaza Taira,District_Oaza Takehana,District_Oaza Takikawara,District_Oaza Taya,District_Oaza Teraji,District_Oaza Tokuai,District_Oaza Toumi,District_Oaza Yamatogawa,District_Oaza Yotsuya,District_Omachi,District_Oshiage,District_Rendaiji,District_Sakae,District_Sakuragi,District_Terajima,District_Teramachi,District_Uekari,District_Yokomachi,Nearest_Station_Himekawa,Nearest_Station_Itoigawa,Nearest_Station_Kajiyashiki,Nearest_Station_Kubikiono,Nearest_Station_No,Nearest_Station_Omi (Niigata),Nearest_Station_Tsutsuishi,Nearest_Station_Uramoto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
