,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Hino City,District_Asahigaoka,District_Higashihirayama,District_Higashitoyoda,District_Hinodai,District_Hinohommachi,District_Hirayama,District_Hodokubo,District_Ishida,District_Manganji,District_Minamidaira,District_Misawa,District_Mogusa,District_Nishihirayama,District_Oaza Arai,District_Oaza Hino,District_Oaza Ishida,District_Oaza Kamida,District_Oaza Kawabehorinouchi,District_Oaza Miya,District_Ochikawa,District_Osakaue,District_Sakaemachi,District_Shimmachi,District_Shimmei,District_Takahata,District_Tamadaira,District_Toyoda,Nearest_Station_Hino (Tokyo),Nearest_Station_Hirayamajoshikoen,Nearest_Station_Hodokubo,Nearest_Station_Keiohachioji,Nearest_Station_Kitahachioji,Nearest_Station_Kitano (Tokyo),Nearest_Station_Koshukaido,Nearest_Station_Manganji,Nearest_Station_Minamidaira,Nearest_Station_Mogusaen,Nearest_Station_Naganuma (Tokyo),Nearest_Station_Seisekisakuragaoka,Nearest_Station_Tachikawa,Nearest_Station_Takahatafudo,Nearest_Station_Tamadobutsukoen,Nearest_Station_Toyota,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
