,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Municipality_Tsukubamirai City,District_Adaka,District_Aoki,District_Arato,District_Butai,District_Dai,District_Fujimigaoka,District_Fukuda,District_Fukuoka,District_Furukawa,District_Higashinarado,District_Hososhiro,District_Ichinofuka,District_Inahigashi,District_Itabashi,District_Itami,District_Jochu,District_Kamihirayanagi,District_Kinunodai,District_Kokinu,District_Mamiana,District_Minamiota,District_Mujinabuchi,District_Nagatoroshinden,District_Nakahirayanagi,District_Nakajima,District_Naruse,District_Nikkawa,District_Nishinarado,District_Nishinodai,District_Nishinodaiminami,District_Nobori,District_Obari,District_Ojimashinden,District_Oniosa,District_Owada,District_Sannoshinden,District_Shihogaoka,District_Shimohirayanagi,District_Shimoome,District_Sugishita,District_Takaoka,District_Terahata,District_Tsutsudo,District_Yaita,District_Yokodai,Nearest_Station_Inatoi,Nearest_Station_Kokinu,Nearest_Station_Midorino,Nearest_Station_Minamimoriya,Nearest_Station_Miraidaira,Nearest_Station_Moriya,Nearest_Station_Shinmoriya,Nearest_Station_Terahara,Nearest_Station_Togashira,Nearest_Station_Toride,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
