,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,Municipality_Izumiotsu City,District_Asahicho,District_Higashiminatocho,District_Higashisukematsucho,District_Ikeuracho,District_Kasugacho,District_Kitatoyonakacho,District_Nagisacho,District_Nishiminatocho,District_Oichiharacho,District_Shimizucho,District_Shinonomecho,District_Shitanocho,District_Suehirocho,District_Sukematsucho,District_Tanakacho,District_Uenocho,District_Wakamiyacho,Nearest_Station_Izumifuchu,Nearest_Station_Izumiotsu,Nearest_Station_Kitasukematsu,Nearest_Station_Matsunohama,Nearest_Station_Shinodayama,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
