,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Tajimi City,District_Akasakacho,District_Aokimachi,District_Asahigaoka,District_Hakusancho,District_Heiwamachi,District_Higashimachi,District_Higashiyama,District_Hikarigaoka,District_Himecho,District_Hiraicho,District_Hiranocho,District_Hommachi,District_Hoshigadai,District_Ichinokuracho,District_Ikedacho,District_Ikutacho,District_Kaguramachi,District_Kamamachi,District_Kamimachi,District_Kanaokacho,District_Kasaharacho,District_Kibogaoka,District_Kitamachi,District_Kitaokacho,District_Koizumicho,District_Kokeicho,District_Kokeizancho,District_Kyomachi,District_Maebatacho,District_Matsusakacho,District_Meiwacho,District_Midorigaoka,District_Mikasacho,District_Misakacho,District_Miyamaecho,District_Miyukimachi,District_Motomachi,District_Nagasecho,District_Nakamachi,District_Nemotocho,District_Nishikimachi,District_Nishizakacho,District_Obatacho,District_Odamachi,District_Oharacho,District_Oharicho,District_Onadacho,District_Otowacho,District_Oyabucho,District_Saiwaicho,District_Sakaemachi,District_Sakauecho,District_Seikamachi,District_Shimmachi,District_Shimozawacho,District_Shoeicho,District_Showamachi,District_Sumiyoshicho,District_Taiheicho,District_Taishomachi,District_Takanecho,District_Takaramachi,District_Takatacho,District_Takirocho,District_Tashirocho,District_Toeicho,District_Togencho,District_Toyookacho,District_Tsukimicho,District_Tsuzuharacho,District_Uenocho,District_Wakamatsucho,District_Wakinoshimacho,District_Yamabukicho,Nearest_Station_Hime,Nearest_Station_Koizumi,Nearest_Station_Kokokei,Nearest_Station_Nemoto,Nearest_Station_Shimogiri,Nearest_Station_Tajimi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
