,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamaguchi Prefecture,Municipality_Yamaguchi City,District_Aoi,District_Asahidoori,District_Chuo,District_Dojomonzen,District_Donomaecho,District_Ekidoori,District_Hirai,District_Hommachi,District_Imaicho,District_Koganecho,District_Kusunokicho,District_Midoricho,District_Nakaichicho,District_Ogoorifunakuramachi,District_Ogooriheiseimachi,District_Ogoorikamigo,District_Ogoorikoganemachi,District_Ogoorimiyukimachi,District_Ogoorisakaemachi,District_Ogoorishimogo,District_Ogooritakasagomachi,District_Ogorikanahoricho,District_Ogoriooemachi,District_Otemachi,District_Ouchimihori,District_Sanwacho,District_Sentocho,District_Shimbaba,District_Shimotatekoji,District_Shiraishi,District_Shoganshoji,District_Sodayuucho,District_Wakamiyacho,District_Yabaracho,District_Yoshiki,District_Yoshikisabata,District_Yoshikishimohigashi,District_Yudaonsen,Nearest_Station_Hofu,Nearest_Station_Kamigo,Nearest_Station_Kamiyamaguchi,Nearest_Station_None,Nearest_Station_Shin-yamaguchi,Nearest_Station_Suoshimogo,Nearest_Station_Yabara,Nearest_Station_Yamaguchi (Yamaguchi),Nearest_Station_Yudaonsen,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
