,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Ashiya City,District_Asahigaokacho,District_Chayanocho,District_Daitocho,District_Funadocho,District_Hamaashiyacho,District_Hamacho,District_Higashiashiyacho,District_Higashiyamacho,District_Hiratacho,District_Hiratakitacho,District_Isecho,District_Iwazonocho,District_Kaiyocho,District_Kamimiyagawacho,District_Kasugacho,District_Kawanishicho,District_Kimmitsucho,District_Kurekawacho,District_Kusunokicho,District_Maedacho,District_Matsuhamacho,District_Matsunouchicho,District_Midoricho,District_Midorigaokacho,District_Miyagawacho,District_Miyazukacho,District_Nanguucho,District_Narihiracho,District_Niihamacho,District_Nishiashiyacho,District_Nishikuracho,District_Nishiyamacho,District_Oharacho,District_Okuyama,District_Omasucho,District_Sanjocho,District_Sanjominamicho,District_Seidocho,District_Shimizucho,District_Shinnozukacho,District_Suzukazecho,District_Takahamacho,District_Takezonocho,District_Tsujicho,District_Tsukiwakacho,District_Uchidekozuchicho,District_Wakabacho,District_Yamaashiyacho,District_Yamatecho,District_Yokocho,Nearest_Station_Amagasaki (Hanshin),Nearest_Station_Ashiya (Hanshin),Nearest_Station_Ashiya (JR),Nearest_Station_Ashiyagawa,Nearest_Station_Konan-yamate,Nearest_Station_Koroen,Nearest_Station_Shukugawa,Nearest_Station_Uchide,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,Layout_5LDK+S,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
