,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saga Prefecture,Municipality_Karatsu City,District_Chiyodamachi,District_Higashijonai,District_Higashimachi,District_Kon-yamachi,District_Kumanoharamachi,District_Motoishimachi,District_Nishideramachi,District_Nishijonai,District_Sakaemachi,District_Shinkomachi,District_Shonancho,District_Watadahommura,District_Yamamoto,Nearest_Station_Higashikaratsu,Nearest_Station_Karatsu,Nearest_Station_Nishiochi,Nearest_Station_Watada,Nearest_Station_Yamamoto (Saga),Layout_1DK,Layout_1LDK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
