,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukushima Prefecture,Municipality_Nihonmatsu City,District_Babadaira,District_Chiekonomori,District_Chojamiya,District_Dakeonsen,District_Dakeonsendaiwa,District_Enokido,District_Haneishi,District_Higashiura,District_Himekomatsu,District_Hiraishitakada,District_Hosono,District_Ichikaido,District_Jotake,District_Kakunai,District_Kamegai,District_Kamihirauchi,District_Kaminagaori,District_Kanairo,District_Kariyado,District_Katagishi,District_Kinosaki,District_Kooriyamadai,District_Minamitoromi,District_Motomachi,District_Mukaihara,District_Naematsu,District_Nagata,District_Nakae,District_Nakasato,District_Narikami,District_Naritahinata,District_Naritamachi,District_Nezaki,District_Nishiike,District_Nishimachi,District_Obama,District_Odan,District_Omote,District_Saen,District_Sakaemachi,District_Sakuta,District_Shibukawa,District_Shimonagaori,District_Shinza,District_Shiozawamachi,District_Sugitamachi,District_Takeda,District_Tateno,District_Tsukinoki,District_Wakamiya,District_Yashiromae,District_Yasumiishi,District_Yasumiishihara,District_Yui,Nearest_Station_Adachi,Nearest_Station_Nihonmatsu,Nearest_Station_None,Nearest_Station_Sugita (Fukushima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
