,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Nishi Ward,Sapporo City",District_Hachiken10johigashi,District_Hachiken1johigashi,District_Hachiken1jonishi,District_Hachiken2johigashi,District_Hachiken2jonishi,District_Hachiken3johigashi,District_Hachiken3jonishi,District_Hachiken4johigashi,District_Hachiken4jonishi,District_Hachiken5johigashi,District_Hachiken5jonishi,District_Hachiken6johigashi,District_Hachiken6jonishi,District_Hachiken7johigashi,District_Hachiken7jonishi,District_Hachiken8johigashi,District_Hachiken8jonishi,District_Hachiken9johigashi,District_Hassamu10jo,District_Hassamu11jo,District_Hassamu12jo,District_Hassamu13jo,District_Hassamu14jo,District_Hassamu15jo,District_Hassamu1jo,District_Hassamu3jo,District_Hassamu4jo,District_Hassamu5jo,District_Hassamu6jo,District_Hassamu7jo,District_Hassamu8jo,District_Hassamu9jo,District_Kotoni1jo,District_Kotoni2jo,District_Kotoni3jo,District_Kotoni4jo,District_Miyanosawa1jo,District_Miyanosawa2jo,District_Miyanosawa3jo,District_Miyanosawa4jo,District_Nijuyonken1jo,District_Nijuyonken2jo,District_Nijuyonken3jo,District_Nijuyonken4jo,District_Nishimachikita,District_Nishimachiminami,District_Nishino1jo,District_Nishino2jo,District_Nishino3jo,District_Yamanote1jo,District_Yamanote2jo,District_Yamanote3jo,District_Yamanote4jo,District_Yamanote5jo,District_Yamanote6jo,District_Yamanote7jo,Nearest_Station_Hachiken,Nearest_Station_Hassamu,Nearest_Station_Hassamuchuo,Nearest_Station_Hassamuminami,Nearest_Station_Inazumikoen,Nearest_Station_Kotoni (JR),Nearest_Station_Kotoni (Sapporoshiei),Nearest_Station_Makomanai,Nearest_Station_Miyanosawa,Nearest_Station_Nijuyonken,Nearest_Station_Nishi 28-chome,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2L,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
