,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Iwate Prefecture,Municipality_Miyako City,District_Akamae,District_Atago,District_Chikanai,District_Fujinokawa,District_Fujiwara,District_Hanawa,District_Hikagecho,District_Hinodecho,District_Hokuda,District_Itaya,District_Izumicho,District_Kampana,District_Kandazawacho,District_Kanehama,District_Koyamada,District_Kozawa,District_Kumanocho,District_Kuromoricho,District_Kurotamachi,District_Kuwagasakikamimachi,District_Kuwagasakishimomachi,District_Matsuyama,District_Midorigaoka,District_Minamimachi,District_Mita,District_Miyacho,District_Nagamachi,District_Nagane,District_Nakasatodanchi,District_Neichi,District_Nishigaoka,District_Nishimachi,District_Odoori,District_Ota,District_Sabara,District_Sakaecho,District_Sakikuwagasaki,District_Sakiyama,District_Sentoku,District_Sentokumachi,District_Sokei,District_Sokeiishizaki,District_Sokeinishi,District_Suehirocho,District_Takahama,District_Takonohamacho,District_Takusari,District_Tanokami,District_Taro,District_Tateaicho,District_Tsugaruishi,District_Wamura,District_Yagisawa,District_Yamaguchi,Nearest_Station_Ichinowatari,Nearest_Station_Miyako,Nearest_Station_None,Nearest_Station_Sentoku,Nearest_Station_Sokei,Nearest_Station_Taro,Nearest_Station_Toyomane,Nearest_Station_Tsugaruishi,Nearest_Station_Yamaguchidanchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
