,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Iruma City,District_Azumacho,District_Higashifujisawa,District_Kagiyama,District_Kanekochuo,District_Kasugacho,District_Kawaramachi,District_Koyata,District_Kuboinari,District_Kurosu,District_Mitsugidai,District_Miyadera,District_Miyamaecho,District_Morizaka,District_Oaza Araku,District_Oaza Bushi,District_Oaza Hananoki,District_Oaza Kamifujisawa,District_Oaza Kamiyaganuki,District_Oaza Koyata,District_Oaza Kurosu,District_Oaza Minamimine,District_Oaza Nakagami,District_Oaza Negishi,District_Oaza Nihongi,District_Oaza Nishimitsugi,District_Oaza Noda,District_Oaza Sayamadai,District_Oaza Sayamagahara,District_Oaza Shimofujisawa,District_Oaza Shimoyaganuki,District_Oaza Shinko,District_Oaza Teradake,District_Oaza Zenzoshinden,District_Ogidai,District_Ogimachiya,District_Sayamadai,District_Takakura,District_Toyooka,District_Uegoyata,District_Ushizawacho,Nearest_Station_Bushi,Nearest_Station_Hakonegasaki,Nearest_Station_Higashitokorozawa,Nearest_Station_Inariyamakoen,Nearest_Station_Irumashi,Nearest_Station_Kaneko,Nearest_Station_Kotesashi,Nearest_Station_Motokaji,Nearest_Station_Musashifujisawa,Nearest_Station_None,Nearest_Station_Sayamagaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
