,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Prefecture_Hyogo Prefecture,Municipality_Ono City,District_Agatacho,District_Aocho,District_Chitose,District_Enoki,District_Fukuicho,District_Fukuzumicho,District_Hatacho,District_Higashihommachi,District_Higashinakacho,District_Higashinakano,District_Hommachi,District_Ichibacho,District_Ikugaokacho,District_Inokuchi,District_Inuyama,District_Kakuno,District_Kameyama,District_Kamihommachi,District_Kashiyamacho,District_Kasuga,District_Katayamacho,District_Kawainakacho,District_Kawainishicho,District_Kitaokacho,District_Kiyotanicho,District_Kodocho,District_Kumocho,District_Kunitokicho,District_Kurokawacho,District_Kuwakake,District_Manshojicho,District_Mikawacho,District_Minomichi,District_Misatocho,District_Miwacho,District_Nakabasami,District_Nakacho,District_Nakaho,District_Nakano,District_Nishihommachi,District_Ojicho,District_Oshimacho,District_Shikijicho,District_Shimbecho,District_Shimmeicho,District_Shimoasojima,District_Shimogishicho,District_Shinjo,District_Shobayashi,District_Showacho,District_Takatacho,District_Takayamacho,District_Takumidai,District_Taruicho,District_Tenjincho,District_Tsuchifugo,District_Tsukimicho,District_Ukonjiro,District_Wakasugicho,District_Yamadacho,District_Yayoicho,District_Yomeicho,Nearest_Station_Ao,Nearest_Station_Aonogahara,Nearest_Station_Echizenono,Nearest_Station_Echizentano,Nearest_Station_Hata,Nearest_Station_Ichiba (Kobedentetsu),Nearest_Station_Kakigashima,Nearest_Station_Kashiyama,Nearest_Station_Kawainishi,Nearest_Station_Kitaono,Nearest_Station_Kuzuryuko,Nearest_Station_Omura (Hyogo),Nearest_Station_Ono (Hyogo),Nearest_Station_Onomachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
