,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Suzaka City,District_Asahigaoka,District_Bogakudai,District_Garyu,District_Kitaainoshima,District_Myotoku,District_Oaza Ainoshima,District_Oaza Gokan,District_Oaza Hatcho,District_Oaza Hitaki,District_Oaza Inoue,District_Oaza Kojima,District_Oaza Kotaka,District_Oaza Koyama,District_Oaza Murayama,District_Oaza Nakajima,District_Oaza Nirei,District_Oaza Nobe,District_Oaza Ogawara,District_Oaza Sakata,District_Oaza Shiogawa,District_Oaza Suzaka,District_Oaza Takanashi,District_Oaza Yaemori,District_Oaza Yonamochi,District_Sumisaka,District_Sumisakaminami,District_Tanogami,District_Toyoshima,Nearest_Station_Hino (Nagano),Nearest_Station_Kitasuzaka,Nearest_Station_Murayama (Nagano),Nearest_Station_None,Nearest_Station_Suzaka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
