,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Iida City,District_Akebonocho,District_Asahimachi,District_Atagocho,District_Azumacho,District_Babancho,District_Chikumachi,District_Chuodori,District_Daimoncho,District_Daioji,District_Dashina,District_Edohamacho,District_Edomachi,District_Ginza,District_Haba,District_Habacho,District_Hakusancho,District_Hakusandoori,District_Hamaicho,District_Higashichuodori,District_Hommachi,District_Ikuracho,District_Imamiyacho,District_Kamikawaji,District_Kamisatobeppu,District_Kamisatoiinuma,District_Kamisatokuroda,District_Kamitonooka,District_Kanae,District_Kawaji,District_Kega,District_Kiribayashi,District_Kitagata,District_Kodemmacho,District_Maruyamacho,District_Matsuo,District_Matsuomachi,District_Matsuomisajiro,District_Matsuomyo,District_Mikkaichiba,District_Minozecho,District_Miyanomae,District_Miyanoue,District_Mizunotecho,District_Motomachi,District_Naganohara,District_Nakamura,District_Nakanocho,District_Nihommatsu,District_Nishikicho,District_Odoori,District_Okubocho,District_Osegi,District_Oyasumi,District_Shima,District_Shimotonooka,District_Shoeicho,District_Sunaharaicho,District_Suwacho,District_Suzukacho,District_Takahacho,District_Takesa,District_Takinosawa,District_Temmacho,District_Toeicho,District_Tokimata,District_Tokiwamachi,District_Toorimachi,District_Toshincho,District_Towacho,District_Yamamoto,District_Yawatamachi,District_Zakoji,Nearest_Station_Dashina,Nearest_Station_Iida,Nearest_Station_Inakamisato,Nearest_Station_Inayawata,Nearest_Station_Kanae,Nearest_Station_Kawaji,Nearest_Station_Kega,Nearest_Station_Kiriishi,Nearest_Station_Motozenkoji,Nearest_Station_None,Nearest_Station_Sakuramachi (Nagano),Nearest_Station_Shimoyamamura,Nearest_Station_Tenryukyo,Nearest_Station_Tokimata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
