,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Nantan City,District_Sonobechofunaoka,District_Sonobechofunasaka,District_Sonobechohanda,District_Sonobechojonammachi,District_Sonobechokamikizakimachi,District_Sonobechokawaramachi,District_Sonobechokizakimachi,District_Sonobechokozakuramachi,District_Sonobechokuchiudo,District_Sonobechokumazaki,District_Sonobechokuroda,District_Sonobechomisonomachi,District_Sonobechonie,District_Sonobechoodo,District_Sonobechooyamahigashimachi,District_Sonobechooyamanishimachi,District_Sonobechosakaemachi,District_Sonobechoshimmachi,District_Sonobechoshishiudo,District_Sonobechosogadani,District_Sonobechotakei,District_Sonobechouchibayashimachi,District_Sonobechowakamatsucho,District_Sonobechoyokota,District_Yagichoaoto,District_Yagichohidokoro,District_Yagichoikegami,District_Yagichokanonji,District_Yagichokitahirose,District_Yagichokitayaga,District_Yagichokiwara,District_Yagichominamihirose,District_Yagichomisato,District_Yagichomurohashi,District_Yagichonishida,District_Yagichonojo,District_Yagichoosabe,District_Yagichooyabu,District_Yagichotamanoi,District_Yagichotoba,District_Yagichoyagi,District_Yagichoyamamuro,Nearest_Station_Funaoka (Kyoto),Nearest_Station_Hiyoshi (Kyoto),Nearest_Station_Sonobe,Nearest_Station_Yagi,Nearest_Station_Yoshitomi (Kyoto),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings in which auction or arbiter participates",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
