,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Ayase City,District_Fukaya,District_Fukayakami,District_Fukayaminami,District_Fukayanaka,District_Hayakawa,District_Hayakawashiroyama,District_Kamitsuchidanakita,District_Kamitsuchidanaminami,District_Kamitsuchidananaka,District_Kozono,District_Kozonominami,District_Ochiaikita,District_Ochiaiminami,District_Ogami,District_Ryosei,District_Tatekawa,District_Teraodai,District_Teraohoncho,District_Teraokamata,District_Teraokita,District_Teraominami,District_Teraonaka,District_Teraonishi,District_Yoshioka,District_Yoshiokahigashi,Nearest_Station_Atsugi,Nearest_Station_Chogo,Nearest_Station_Ebina,Nearest_Station_Kashiwadai,Nearest_Station_Kozashibuya,Nearest_Station_Sagamino,Nearest_Station_Sagamiotsuka,Nearest_Station_Tsuruma,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
