,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Chiryu City,District_Aizumacho,District_Higashikamishigehara,District_Higashinagashino,District_Hiromi,District_Hommachi,District_Horikiri,District_Ikehata,District_Kamishigeharacho,District_Kobo,District_Kobocho,District_Koei,District_Minamishinchi,District_Nagashinocho,District_Nagata,District_Nakamachi,District_Nakayamamachi,District_Nan-yo,District_Nishi,District_Nishimachi,District_Nishinakacho,District_Nishiokacho,District_Raikojicho,District_Sakae,District_Sakuragicho,District_Shimbayashicho,District_Shin-ike,District_Shinchicho,District_Showa,District_Takara,District_Takaramachi,District_Toei,District_Torii,District_Uchisaiwaicho,District_Ushita,District_Ushitacho,District_Yamamachi,District_Yamayashikicho,District_Yatacho,District_Yatachohombayashi,District_Yatachonishi,District_Yatsudacho,District_Yatsuhashicho,Nearest_Station_Chiryu,Nearest_Station_Higashikariya,Nearest_Station_Hitotsugi,Nearest_Station_Mikawachiryu,Nearest_Station_Mikawayatsuhashi,Nearest_Station_Nodashinmachi,Nearest_Station_Shigehara,Nearest_Station_Shin-anjo,Nearest_Station_Ushida (Aichi),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
