,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Nishi Ward,Sakai City",District_Ebarajicho,District_Hamaderafunaochohigashi,District_Hamaderafunaochonishi,District_Hamaderaishizuchohigashi,District_Hamaderaishizuchonaka,District_Hamaderaishizuchonishi,District_Hamaderakoencho,District_Hamaderaminamimachi,District_Hamaderamotomachi,District_Hamaderashowacho,District_Hamaderasuwanomorichohigashi,District_Hamaderasuwanomorichonaka,District_Hamaderasuwanomorichonishi,District_Harada,District_Hiraokacho,District_Hishiki,District_Hojocho,District_Horiagemidorimachi,District_Kami,District_Konocho,District_Kusabe,District_Miyashimocho,District_Otorihigashimachi,District_Otorikitamachi,District_Otoriminamimachi,District_Otorinakamachi,District_Otorinishimachi,District_Shimodacho,District_Taiheiji,District_Tsukunocho,District_Tsurutacho,District_Uenoshibacho,District_Uenoshibamukogaokacho,District_Yamada,Nearest_Station_Asaka,Nearest_Station_Fukai,Nearest_Station_Funao (Osaka),Nearest_Station_Hagoromo,Nearest_Station_Hamaderakoen,Nearest_Station_Higashihagoromo,Nearest_Station_Ishizu (Osaka),Nearest_Station_Ishizugawa,Nearest_Station_Ishizukita,Nearest_Station_Izumigaoka,Nearest_Station_Kitanoshida,Nearest_Station_Otori,Nearest_Station_Sakaihigashi,Nearest_Station_Suwanomori,Nearest_Station_Toga/Mikita,Nearest_Station_Tonoki,Nearest_Station_Tsukuno,Nearest_Station_Uenoshiba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
