,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,Municipality_Shiroishi City,District_(No Address),District_Asahicho,District_Fukuokafukaya,District_Fukuokakuramoto,District_Fukuokanagafukuro,District_Fukuokayatsumiya,District_Hachimancho,District_Higashicho,District_Jonan,District_Kamikubo,District_Kooriyama,District_Kosugotaira,District_Kotobukiyama,District_Matsugaoka,District_Midorigaoka,District_Minamimachi,District_Nishimasuokacho,District_Odairamoriai,District_Odairasakaya,District_Okawacho,District_Otakasawamisawa,District_Otakasawatakanosu,District_Otemachi,District_Saikawa,District_Sawabatacho,District_Shindatecho,District_Shirakawauchioya,District_Takanosu,District_Takanosuhigashi,District_Takanosunishi,District_Tamachi,Nearest_Station_Higashishiroishi,Nearest_Station_Kosugo,Nearest_Station_Shiroishi (Miyagi),Nearest_Station_Shiroishizao,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
