,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Kato City,District_Akitsu,District_Eifuku,District_Fujita,District_Hata,District_Hiraki,District_Hironogaoka,District_Iehara,District_Ikenouchi,District_Iwaya,District_Izumi,District_Kaihara,District_Kajiwara,District_Kamimikusa,District_Kaminaka,District_Kamitakino,District_Kinashi,District_Kita,District_Kitano,District_Komyoji,District_Kotaka,District_Kume,District_Kurodani,District_Matsuo,District_Matsuzawa,District_Mawaribuchi,District_Minamiyama,District_Mori,District_Nishikose,District_Oida,District_Okamoto,District_Sakae,District_Shimmachi,District_Shimokume,District_Shimomikusa,District_Shimotakino,District_Soga,District_Takaoka,District_Tenjin,District_Torii,District_Ueda,District_Yamakuni,District_Yashiro,District_Yokodani,District_Yoshii,Nearest_Station_Aino,Nearest_Station_Aonogahara,Nearest_Station_Sanda (Hyogo),Nearest_Station_Taki (Hyogo),Nearest_Station_Takino,Nearest_Station_Woody Town Chuo,Nearest_Station_Yashirocho,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
