,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Hioki City,District_Fukiagechoimada,District_Fukiagechoiriki,District_Fukiagechokejukuri,District_Fukiagechonagayoshi,District_Fukiagechonakahara,District_Fukiagechonakanosato,District_Fukiagechoyunoura,District_Higashiichikichoizakuda,District_Higashiichikichonagasato,District_Higashiichikichoyuda,District_Hiyoshichoyoshitoshi,District_Ijuinchofurujo,District_Ijuinchoigakura,District_Ijuinchokiyofuji,District_Ijuinchokoori,District_Ijuinchomugiuda,District_Ijuinchomyoenji,District_Ijuinchonakagawa,District_Ijuinchonoda,District_Ijuinchoshimokodono,District_Ijuinchoshimotaniguchi,District_Ijuinchoterawaki,District_Ijuinchotokushige,Nearest_Station_Higashiichiki,Nearest_Station_Ijuin,Nearest_Station_None,Nearest_Station_Taniyama (JR),Nearest_Station_Yunomoto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
