,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Saku City,District_Arakoda,District_Atobe,District_Hara,District_Hiraka,District_Hiratsuka,District_Imai,District_Innai,District_Irisawa,District_Iwamurada,District_Iwamuradakita,District_Kajiya,District_Kamihirao,District_Kasuga,District_Katsuma,District_Kitagawa,District_Kiyokawa,District_Ko,District_Komiyama,District_Kosaka,District_Kuwayama,District_Kyowa,District_Maeyama,District_Mibun,District_Michizuka,District_Mikawada,District_Mimayose,District_Mochizuki,District_Motai,District_Nagatoro,District_Nakagomi,District_Nakaotagiri,District_Naruse,District_Negishi,District_Nenei,District_Nozawa,District_Osawa,District_Otabe,District_Otai,District_Sakudairaekikita,District_Sakurai,District_Sarukubo,District_Seto,District_Shiga,District_Shimogoe,District_Shimohirao,District_Shimootagiri,District_Shionada,District_Taguchi,District_Takayagi,District_Tokida,District_Tomono,District_Toridemachi,District_Tsukabara,District_Uchiyama,District_Usuda,District_Yashima,District_Yasuhara,District_Yawata,District_Yokone,District_Yokowa,District_Yomogida,Nearest_Station_Aonuma,Nearest_Station_Iwamurada,Nearest_Station_Kitanakagomi,Nearest_Station_Koumi,Nearest_Station_Miyota,Nearest_Station_Nakagomi,Nearest_Station_Nakasato,Nearest_Station_Namezu,Nearest_Station_Otabe,Nearest_Station_Sakudaira,Nearest_Station_Shigeno,Nearest_Station_Tatsuokajo,Nearest_Station_Usuda,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
