,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Shijonawate City,District_Esebicho,District_Kariyakitamachi,District_Kariyaminamimachi,District_Kariyanishimachi,District_Kitadecho,District_Kiyotakinakamachi,District_Kiyotakishimmachi,District_Komezakicho,District_Minamino,District_Mitacho,District_Nakano,District_Nakanohommachi,District_Nakanoshimmachi,District_Nanko,District_Nichodooricho,District_Nishinakano,District_Oaza Kamitawara,District_Oaza Kiyotaki,District_Oaza Nakano,District_Oaza Okayama,District_Oaza Shimotawara,District_Okayama,District_Okayamahigashi,District_Ryokufuudai,District_Satsukigaoka,District_Shitomiyahommachi,District_Shitomiyashimmachi,District_Suna,District_Tawaradai,District_Tsukawakicho,Nearest_Station_Ikoma,Nearest_Station_Nozaki (Osaka),Nearest_Station_Shijonawate,Nearest_Station_Shinobugaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of real estate that includes wound etc.,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
