,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Oita Prefecture,Municipality_Beppu City,District_Akibacho,District_Aoyamacho,District_Asami,District_Chiyomachi,District_Chuomachi,District_Ekimaecho,District_Ekimaehommachi,District_Fujimicho,District_Funakojimachi,District_Furuichimachi,District_Hamamachi,District_Hamawaki,District_Haramachi,District_Hikarimachi,District_Hiratamachi,District_Ishigakihigashi,District_Ishigakinishi,District_Kamegawachuomachi,District_Kamegawahamadamachi,District_Kamegawahigashimachi,District_Kamegawashinoyumachi,District_Kamiharucho,District_Kaminoguchicho,District_Kamitanoyumachi,District_Kitahama,District_Kitamatogahamacho,District_Kusunokimachi,District_Kyomachi,District_Matsubaracho,District_Minamimachi,District_Minamimatogahamacho,District_Motomachi,District_Nakashimacho,District_Nishinoguchicho,District_Noda,District_Noguchimotomachi,District_Noguchinakamachi,District_Oaza Beppu,District_Oaza Hamawaki,District_Oaza Hiramichi,District_Oaza Kamegawa,District_Oaza Kannawa,District_Oaza Minamitateishi,District_Saiwaimachi,District_Shimminatomachi,District_Shiomicho,District_Shohaemmachi,District_Shoningahamamachi,District_Shoninhommachi,District_Shoninnakamachi,District_Suehirocho,District_Tanoyumachi,District_Tatsutacho,District_Temmancho,District_Tsurumi,District_Uchikamado,District_Yamanotecho,Nearest_Station_Beppu (Oita),Nearest_Station_Beppudaigaku,Nearest_Station_Higashibeppu,Nearest_Station_Kamegawa,Nearest_Station_Oita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
