,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Ueda City,District_Akiwa,District_Aokubo,District_Besshoonsen,District_Chuo,District_Chuohigashi,District_Chuokita,District_Chuonishi,District_Fujiyama,District_Fukuta,District_Fumiiri,District_Goka,District_Gosho,District_Higashiuchi,District_Hirai,District_Hongo,District_Hoya,District_Ikuta,District_Iwashita,District_Junin,District_Kabatake,District_Kakeyuonsen,District_Kamimaruko,District_Kamimuroga,District_Kamishiojiri,District_Koaso,District_Kodo,District_Koizumi,District_Kojima,District_Kokubu,District_Komaki,District_Kosato,District_Koshigoe,District_Maeyama,District_Maita,District_Midorigaoka,District_Mitakedo,District_Nagase,District_Nakamaruko,District_Nakano,District_Nakanojo,District_Nikoda,District_Nishiuchi,District_Oka,District_Ote,District_Oya,District_Shimmachi,District_Shimomaruko,District_Shimomuroga,District_Shimonogo,District_Shimonojo,District_Shimoshiojiri,District_Shiogawa,District_Sumiyoshi,District_Suwagata,District_Tenjin,District_Tezuka,District_Tokida,District_Tokiiri,District_Tokiwagi,District_Tonoshiro,District_Tsuiji,District_Ueda,District_Uedahara,District_Ueno,District_Urano,District_Yagisawa,District_Yamada,District_Yoshida,District_Zaimokucho,Nearest_Station_Akasakaue,Nearest_Station_Besshoonsen,Nearest_Station_Daigakumae (Nagano),Nearest_Station_Kabatake,Nearest_Station_Maita,Nearest_Station_Miyoshicho,Nearest_Station_Nagano (JR/Shinano),Nearest_Station_Nakano (Nagano),Nearest_Station_Nakashioda,Nearest_Station_Nishiueda,Nearest_Station_None,Nearest_Station_Oya,Nearest_Station_Sakudaira,Nearest_Station_Shimonogo,Nearest_Station_Shinanokokubunji,Nearest_Station_Shinanooiwake,Nearest_Station_Shiodamachi,Nearest_Station_Shiroshita (Nagano),Nearest_Station_Terashita,Nearest_Station_Ueda,Nearest_Station_Uedahara,Nearest_Station_Yagisawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
