,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Otofuke Town,Kato County",District_Aza Shimoshihoro,District_Aza Towa,District_Hibikinohigashimachi,District_Hibikinonakamachi,District_Hibikinonishimachi,District_Higashidoori,District_Hokuyodai,District_Horaihigashimachikita,District_Horaihigashimachiminami,District_Horainakamachikita,District_Horainakamachiminami,District_Horainishimachikita,District_Horainishimachiminami,District_Kinohigashidoori,District_Kinokoenshitamachi,District_Kinonishidoori,District_Kinoodorihigashi,District_Kinoodorinishi,District_Kinoshimmachi,District_Kitasuzuramminami,District_Kitasuzurankita,District_Kyoeidaihigashi,District_Kyoeidainishi,District_Minamisuzuramminami,District_Minamisuzurankita,District_Nakasuzuramminami,District_Nakasuzurammotomachi,District_Nakasuzurankita,District_Odoori,District_Ryokuyodai,District_Sakuragaoka,District_Sakuragaokanishi,District_Shindoori,District_Shindoorikita,District_Suzurandaikitamachi,District_Suzurandaiminamimachi,District_Suzurandainakamachi,District_Tokachigawaonsemminami,District_Yanagimachi,District_Yuuhigaoka,Nearest_Station_Hakurindai,Nearest_Station_None,Nearest_Station_Obihiro,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
