,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Higashine City,District_Chuo,District_Chuohigashi,District_Chuonishi,District_Hanyuhigashi,District_Hommarukita,District_Hommaruminami,District_Hommarunishi,District_Honcho,District_Ippongi,District_Jimmachichuo,District_Jimmachihigashi,District_Jimmachikita,District_Jimmachiminami,District_Jimmachinishi,District_Kashiwabara,District_Kobayashi,District_Mikkamachi,District_Miyazaki,District_Oaza Hanyu,District_Oaza Higashine,District_Oaza Itagakishinden,District_Oaza Izumigo,District_Oaza Jimmachi,District_Oaza Kanisawa,District_Oaza Kannonji,District_Oaza Kooriyama,District_Oaza Nagatoro,District_Oaza Noda,District_Oaza Nogawa,District_Oaza Osanagi,District_Oaza Shimaohori,District_Oaza Tosukeshinden,District_Obayashi,District_Onsemmachi,District_Rokuta,District_Saginomori,District_Sakuramboekimae,District_Shimogawara,District_Shiromizu,District_Yotsuya,Nearest_Station_Higashine,Nearest_Station_Jinmachi,Nearest_Station_Midaregawa,Nearest_Station_Murayama (Yamagata),Nearest_Station_Sakuranbohigashine,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
