,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Oyabe City,District_Akakura,District_An-yoji,District_Anrakuji,District_Asaji,District_Ayako,District_Chuomachi,District_Dorinji,District_Hanyu,District_Higashifukumachi,District_Hirata,District_Hirazakura,District_Hommachi,District_Imaisurugimachi,District_Isurugimachi,District_Izumicho,District_Jisaki,District_Kamojima,District_Kanayahongo,District_Kannonmachi,District_Kiyosawa,District_Marchen-land,District_Mizumaki,District_Mizuochi,District_Mizushima,District_Nabata,District_Nasujima,District_Nishicho,District_Nishifukumachi,District_Nishinakano,District_Nobana,District_Oka,District_Oko,District_Oyabemachi,District_Sakuramachi,District_Serikawa,District_Shichisha,District_Shimojima,District_Shimonaka,District_Shinnishi,District_Shintomimachi,District_Shiroyamamachi,District_Takagide,District_Takaki,District_Tsuzawa,District_Ushirodani,District_Yasuicho,District_Yatsuwamachi,Nearest_Station_Fukuoka(Toyama),Nearest_Station_Isurugi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
