,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Sumiyoshi Ward,Osaka City",District_Abiko,District_Abikohigashi,District_Abikonishi,District_Asaka,District_Bandai,District_Bandaihigashi,District_Dairyo,District_Higashikohama,District_Karita,District_Minamisumiyoshi,District_Nagai,District_Nagaihigashi,District_Nagainishi,District_Nagaocho,District_Niwai,District_Oriono,District_Sawanocho,District_Sentai,District_Shimizugaoka,District_Sugimoto,District_Sumie,District_Sumiyoshi,District_Tezukayamahigashi,District_Tezukayamanaka,District_Tezukayamanishi,District_Tonotsuji,District_Uesumiyoshi,District_Yamanouchi,District_Yamanouchimotomachi,Nearest_Station_Abiko,Nearest_Station_Abikocho,Nearest_Station_Abikomae,Nearest_Station_Abikomichi,Nearest_Station_Anryumachi,Nearest_Station_Higashikohama,Nearest_Station_Himematsu,Nearest_Station_Hosoigawa,Nearest_Station_Kaminoki,Nearest_Station_Kohama,Nearest_Station_Nagai,Nearest_Station_Nishitanabe,Nearest_Station_None,Nearest_Station_Sawanocho,Nearest_Station_Sugimotocho,Nearest_Station_Suminoie,Nearest_Station_Sumiyoshi (Osaka),Nearest_Station_Sumiyoshihigashi,Nearest_Station_Sumiyoshitaisha,Nearest_Station_Tamade,Nearest_Station_Tengachaya,Nearest_Station_Tezukayama,Nearest_Station_Tezukayama 3-chome,Nearest_Station_Tezukayama 4-chome,Nearest_Station_Tsukanishi,Nearest_Station_Tsurugaoka,Nearest_Station_Yata (Osaka),City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
