,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,Municipality_Higashihiroshima City,District_Hachihommatsuchoiida,District_Hachihommatsuhigashi,District_Saijoasahimachi,District_Saijochojike,District_Saijochosukezane,District_Saijochuo,District_Saijogojocho,District_Saijohommachi,District_Saijokamiichicho,District_Saijonishihommachi,District_Saijookamachi,District_Saijootsubocho,District_Saijosakaemachi,District_Saijoshowamachi,Nearest_Station_Hachihonmatsu,Nearest_Station_Jike,Nearest_Station_Saijo (Hiroshima),Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
