,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Shibata City,District_Aramachi,District_Chuocho,District_Daiden,District_Daieicho,District_Eguchi,District_Fujitsukahama,District_Funeiricho,District_Furutera,District_Honcho,District_Honda,District_Ijimino,District_Inarioka,District_Johokucho,District_Kajibandai,District_Kaminaidake,District_Kaminakayama,District_Kaminakazawa,District_Kamishimbo,District_Kawashiri,District_Kofunecho,District_Manaka,District_Manohara,District_Manoharasoto,District_Matsuoka,District_Midoricho,District_Mikoshi,District_Mitsukunugi,District_Miyukicho,District_Nagabatake,District_Nakasonecho,District_Nakatacho,District_Nishiminoguchi,District_Nishimiyauchi,District_Nishizonocho,District_Norimawashi,District_Odomo,District_Okayashiki,District_Omi,District_Otemachi,District_Otoji,District_Sasaki,District_Shimagata,District_Shimohanezu,District_Shimokoya,District_Shimonaidake,District_Shimonakanome,District_Shin-eicho,District_Shintomicho,District_Sone,District_Sumiyoshicho,District_Suwacho,District_Tenno,District_Tomitsukacho,District_Toshincho,District_Tsukiokaonsen,District_Tsuruga,District_Yamazaki,District_Yoshiura,District_Yutakacho,Nearest_Station_Kaji,Nearest_Station_Kanazuka,Nearest_Station_Kuroyama,Nearest_Station_Nakaura,Nearest_Station_Niigata,Nearest_Station_Nishishibata,Nearest_Station_None,Nearest_Station_Sasaki,Nearest_Station_Shibata,Nearest_Station_Tsukioka (Niigata),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
