,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Saiwai Ward,Kawasaki City",District_Endomachi,District_Furuichiba,District_Furukawacho,District_Higashifuruichiba,District_Higashiogura,District_Horikawacho,District_Kashimada,District_Kitakase,District_Komukaicho,District_Komukainakanocho,District_Komukainishimachi,District_Kon-yamachi,District_Minamikase,District_Minamisaiwaicho,District_Miyakocho,District_Nakasaiwaicho,District_Ogura,District_Omiyacho,District_Saiwaicho,District_Shimmeicho,District_Shimohirama,District_Shin-ogura,District_Shinkawasaki,District_Shintsukagoshi,District_Tote,District_Totehoncho,District_Tsukagoshi,District_Yanagicho,Nearest_Station_Hirama,Nearest_Station_Hiyoshi (Kanagawa),Nearest_Station_Kashimada,Nearest_Station_Kawasaki,Nearest_Station_Keikyukawasaki,Nearest_Station_Motosumiyoshi,Nearest_Station_Musashikosugi,Nearest_Station_Musashimizonokuchi,Nearest_Station_Musashishinjo,Nearest_Station_Shinkawasaki,Nearest_Station_Shitte,Nearest_Station_Yako,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
