,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Awaji City,District_Asanokanda,District_Asanominami,District_Funagi,District_Ikuha,District_Ikuho,District_Iwaya,District_Kamaguchi,District_Kariya,District_Kudashi,District_Kuruma,District_Kusumoto,District_Murozu,District_Nakada,District_Nakamochi,District_Nii,District_Nojimaezaki,District_Nojimahikinoura,District_Nojimahirabayashi,District_Nojimatodoroki,District_Oda,District_Oiso,District_Omachikami,District_Otani,District_Sano,District_Sato,District_Shimoda,District_Shio,District_Shirayama,District_Shizuki,District_Shizukiniijima,District_Tani,District_Tonouchi,District_Toshima,District_Ura,Nearest_Station_None,City Planning_Non-divided City Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
