,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Kohoku Ward,Yokohama City",District_Fujizuka,District_Hiyoshi,District_Hiyoshihoncho,District_Kikuna,District_Kishinecho,District_Kozukuecho,District_Mamedocho,District_Minowacho,District_Morookacho,District_Nakatehara,District_Nippacho,District_Nishikigaoka,District_Okurayama,District_Osone,District_Osonedai,District_Shimodacho,District_Shin-yokohama,District_Shin-yoshidacho,District_Shin-yoshidahigashi,District_Shinoharacho,District_Shinoharadaimachi,District_Shinoharahigashi,District_Shinoharakita,District_Shinoharanishimachi,District_Takatahigashi,District_Takatanishi,District_Tarumachi,District_Toriyamacho,District_Tsunashimadai,District_Tsunashimahigashi,District_Tsunashimakamicho,District_Tsunashimanishi,Nearest_Station_Hakuraku,Nearest_Station_Higashiyamata,Nearest_Station_Hiyoshi (Kanagawa),Nearest_Station_Hiyoshihoncho,Nearest_Station_Katakuracho,Nearest_Station_Kikuna,Nearest_Station_Kishinekoen,Nearest_Station_Kitashin-yokohama,Nearest_Station_Kozukue,Nearest_Station_Myorenji,Nearest_Station_Nippa,Nearest_Station_None,Nearest_Station_Okurayama (Kanagawa),Nearest_Station_Shin-yokohama,Nearest_Station_Takata (Kanagawa),Nearest_Station_Tsunashima,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_2LK,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
