,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagasaki Prefecture,Municipality_Isahaya City,District_Akasakimachi,District_Asahimachi,District_Azukizakimachi,District_Dozakimachi,District_Eidamachi,District_Eishohigashimachi,District_Eishomachi,District_Fukudamachi,District_Funakoshimachi,District_Hajinoomachi,District_Haraguchimachi,District_Hattemmachi,District_Hinodemachi,District_Hirayamamachi,District_Hommyomachi,District_Horinouchimachi,District_Izumimachi,District_Kaizugaoka,District_Kaizumachi,District_Kamimachi,District_Kanayamachi,District_Kawachimachi,District_Kawatokomachi,District_Kuremomachi,District_Kuyamadai,District_Kuyamamachi,District_Masakimachi,District_Mawatarimachi,District_Munakatamachi,District_Nagatamachi,District_Nakadoorimachi,District_Nakaomachi,District_Nishiedamachi,District_Nishigomachi,District_Nonakamachi,District_Obunakoshimachi,District_Ochozumachi,District_Ogawamachi,District_Onomachi,District_Osakomachi,District_Saiwaimachi,District_Shimmichimachi,District_Shimoowatanomachi,District_Shirahamamachi,District_Shiraiwamachi,District_Shiromimachi,District_Takashiromachi,District_Taramicho-seaside,District_Taramichoichinuno,District_Taramichokakoi,District_Taramichokeya,District_Taramichokidoko,District_Taramichonakazato,District_Taramichonishikawauchi,District_Tateishimachi,District_Temmammachi,District_Uenomachi,District_Uzumachi,District_Wakabamachi,District_Warigoimachi,District_Yamakawamachi,District_Yasakamachi,Nearest_Station_Higashiisahaya,Nearest_Station_Hizennagata,Nearest_Station_Hon-isahaya,Nearest_Station_Ichinuno,Nearest_Station_Isahaya,Nearest_Station_Kantakunosato,Nearest_Station_Kikitsu,Nearest_Station_Moriyama,Nearest_Station_Nishiisahaya,Nearest_Station_Onohonmachi,Nearest_Station_Saiwai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
