,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Minato Ward,District_Akasaka,District_Azabudai,District_Azabujuban,District_Azabunagasakacho,District_Hamamatsucho,District_Higashiazabu,District_Higashishimbashi,District_Kitaaoyama,District_Minamiaoyama,District_Minamiazabu,District_Mita,District_Motoakasaka,District_Motoazabu,District_Nishiazabu,District_Nishishimbashi,District_Roppongi,District_Shiba,District_Shibadaimon,District_Shibakoen,District_Shibaura,District_Shimbashi,District_Shirokane,District_Shirokanedai,District_Takanawa,District_Toranomon,Nearest_Station_Akabanebashi,Nearest_Station_Akasaka (Tokyo),Nearest_Station_Akasakamitsuke,Nearest_Station_Aoyama 1-chome,Nearest_Station_Azabujuban,Nearest_Station_Daimon (Tokyo),Nearest_Station_Gaienmae,Nearest_Station_Hamamatsucho,Nearest_Station_Hiroo,Nearest_Station_Kamiyacho,Nearest_Station_Mita (Tokyo),Nearest_Station_Nogizaka,Nearest_Station_Omotesando,Nearest_Station_Onarimon,Nearest_Station_Roppongi,Nearest_Station_Roppongi 1-chome,Nearest_Station_Sengakuji,Nearest_Station_Shibakoen,Nearest_Station_Shinagawa,Nearest_Station_Shinbashi,Nearest_Station_Shiodome,Nearest_Station_Shirokanedai,Nearest_Station_Shirokanetakanawa,Nearest_Station_Takanawadai,Nearest_Station_Tamachi (Tokyo),Nearest_Station_Tameikesanno,Nearest_Station_Toranomon,Nearest_Station_Uchisaiwaicho,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
