,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Shinagawa Ward,District_Ebara,District_Futaba,District_Hatanodai,District_Higashigotanda,District_Higashinakanobu,District_Higashioi,District_Higashishinagawa,District_Hiratsuka,District_Kamiosaki,District_Katsushima,District_Kitashinagawa,District_Koyama,District_Koyamadai,District_Minamioi,District_Minamishinagawa,District_Nakanobu,District_Nishigotanda,District_Nishinakanobu,District_Nishioi,District_Nishishinagawa,District_Oi,District_Osaki,District_Togoshi,District_Yashio,District_Yutakacho,Nearest_Station_Aomonoyokocho,Nearest_Station_Ebaramachi,Nearest_Station_Ebaranakanobu,Nearest_Station_Fudomae,Nearest_Station_Gotanda,Nearest_Station_Hatanodai,Nearest_Station_Heiwajima,Nearest_Station_Kitashinagawa,Nearest_Station_Magome,Nearest_Station_Meguro,Nearest_Station_Musashikoyama,Nearest_Station_Nagahara (Tokyo),Nearest_Station_Nakanobu,Nearest_Station_Nishikoyama,Nearest_Station_Nishioi,Nearest_Station_Oikeibajomae,Nearest_Station_Oimachi,Nearest_Station_Omori (Tokyo),Nearest_Station_Omorikaigan,Nearest_Station_Osaki,Nearest_Station_Osakihirokoji,Nearest_Station_Samezu,Nearest_Station_Senzoku,Nearest_Station_Shimoshinmei,Nearest_Station_Shinagawa,Nearest_Station_Shinagawa Sea Side,Nearest_Station_Shinbanba,Nearest_Station_Shirokanedai,Nearest_Station_Tachiaigawa,Nearest_Station_Takanawadai,Nearest_Station_Tennozu Isle,Nearest_Station_Togoshi,Nearest_Station_Togoshiginza,Nearest_Station_Togoshikoen,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_6LDK,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
