,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,Municipality_Ozu City,District_Azo,District_Goro,District_Haruka,District_Hatakicho,District_Higashiozu,District_Higashiwakamiya,District_Hiranocho,District_Ichigi,District_Kitatada,District_Nagahama,District_Nagahamachokuronta,District_Nagahamachookiura,District_Nagahamachoshimosugai,District_Nakamura,District_Niiya,District_Niiyamachi,District_Nishiozu,District_Ozu,District_Shiba,District_Shirataki,District_Sugetacho,District_Tanokuchi,District_Tokiwamachi,District_Tokunomori,District_Wakamiya,District_Yunoki,Nearest_Station_Goro,Nearest_Station_Haruka,Nearest_Station_Hataki,Nearest_Station_Iyohirano,Nearest_Station_Iyoizushi,Nearest_Station_Iyonagahama,Nearest_Station_Iyoozu,Nearest_Station_Iyoshirataki,Nearest_Station_Kitayama (Ehime),Nearest_Station_Niiya,Nearest_Station_Nishiozu,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
