,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Kodaira City,District_Gakuenhigashicho,District_Gakuennishimachi,District_Hanakoganei,District_Hanakoganeiminamicho,District_Josuihoncho,District_Josuiminamicho,District_Kiheicho,District_Meguritacho,District_Misonocho,District_Miyukicho,District_Nakamachi,District_Ogawacho,District_Ogawahigashicho,District_Ogawanishimachi,District_Onumacho,District_Sakaecho,District_Suzukicho,District_Takanodai,District_Tenjincho,Nearest_Station_Hanakoganei,Nearest_Station_Higashiyamatoshi,Nearest_Station_Hitotsubashigakuen,Nearest_Station_Kodaira,Nearest_Station_Koigakubo,Nearest_Station_Kokubunji,Nearest_Station_Musashikoganei,Nearest_Station_Musashisunagawa,Nearest_Station_Ogawa (Tokyo),Nearest_Station_Oumekaido,Nearest_Station_Shinkodaira,Nearest_Station_Takanodai,Nearest_Station_Yasaka (Tokyo),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
