,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kochi Prefecture,Municipality_Nankoku City,District_Ekimaecho,District_Fukubune,District_Gomemmachi,District_Hamakaida,District_Higashizaki,District_Hisaeda,District_Hiyoshicho,District_Horinouchi,District_Inabu,District_Itachino,District_Jin-yama,District_Kaminoda,District_Kamisuematsu,District_Katayama,District_Kogome,District_Kureda,District_Maehama,District_Midorigaoka,District_Monobe,District_Myoken,District_Nishinodacho,District_Nishiyama,District_Okocho,District_Osone,District_Satokaida,District_Shimonoda,District_Shimosuematsu,District_Shinohara,District_Tamura,District_Tateda,District_Toochi,District_Ueno,District_Ueta,Nearest_Station_Gomen,Nearest_Station_Gomenhigashimachi,Nearest_Station_Gomenmachi (Kuroshio),Nearest_Station_Gomenmachi (Tosaden),Nearest_Station_Higashikogyomae,Nearest_Station_Kochi,Nearest_Station_Nunoshida,Nearest_Station_Tateda,Nearest_Station_Tosaikku,Nearest_Station_Tosanagaoka,Nearest_Station_Tosaotsu,Nearest_Station_Yamadanishimachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
