,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Nishi Ward,Kobe City",District_Edayoshi,District_Gakuenhigashimachi,District_Gakuennishimachi,District_Ibukidaihigashimachi,District_Ibukidaikitamachi,District_Ibukidainishimachi,District_Ikawadanicho,District_Ikegami,District_Kamishinchi,District_Karibadai,District_Kashinodai,District_Kasugadai,District_Kitabefu,District_Kojidai,District_Mikatadai,District_Minamibefu,District_Oshibedanicho,District_Otsukadai,District_Otsuwa,District_Takenodai,District_Tamatsucho,District_Tsukigaoka,District_Zenkaiminamimachi,Nearest_Station_Akashi,Nearest_Station_Asagiri,Nearest_Station_Gakuentoshi,Nearest_Station_Hitomarumae,Nearest_Station_Ikawadani,Nearest_Station_Kizu (Hyogo),Nearest_Station_Myodani,Nearest_Station_Nishiakashi,Nearest_Station_Okubo (Hyogo),Nearest_Station_Okuradani,Nearest_Station_Oshibedani,Nearest_Station_Sakae (Hyogo),Nearest_Station_San-youozumi,Nearest_Station_Seishinchuo,Nearest_Station_Seishinminami,Nearest_Station_Sogoundokoen,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_5LDK+S,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
