,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Sumida Ward,District_Azumabashi,District_Bunka,District_Chitose,District_Higashikomagata,District_Higashimukojima,District_Higashisumida,District_Honjo,District_Ishiwara,District_Kamezawa,District_Kikukawa,District_Kinshi,District_Kotobashi,District_Kyojima,District_Midori,District_Mukojima,District_Narihira,District_Oshiage,District_Ryogoku,District_Sumida,District_Tachibana,District_Taihei,District_Tatekawa,District_Tsutsumidoori,District_Yahiro,District_Yokoami,District_Yokokawa,Nearest_Station_Asakusa (Tobu/Toei/Metro),Nearest_Station_Hanzomon,Nearest_Station_Higashiazuma,Nearest_Station_Higashimukojima,Nearest_Station_Hikifune,Nearest_Station_Hirai (Tokyo),Nearest_Station_Honjoazumabashi,Nearest_Station_Kameido,Nearest_Station_Kameidosuijin,Nearest_Station_Kanegafuchi,Nearest_Station_Keiseihikifune,Nearest_Station_Kikukawa (Tokyo),Nearest_Station_Kinshicho,Nearest_Station_Kiyosumishirakawa,Nearest_Station_Kuramae,Nearest_Station_Morishita (Tokyo),Nearest_Station_Ojima (Tokyo),Nearest_Station_Omurai,Nearest_Station_Oshiage,Nearest_Station_Ryogoku,Nearest_Station_Sumiyoshi (Tokyo),Nearest_Station_Tokyo Skytree,Nearest_Station_Toyosu,Nearest_Station_Yahiro,Layout_1DK,Layout_1K,Layout_1L,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2K+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
