,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Sumida Ward,District_Azumabashi,District_Bunka,District_Chitose,District_Higashikomagata,District_Higashimukojima,District_Higashisumida,District_Honjo,District_Ishiwara,District_Kamezawa,District_Kikukawa,District_Kinshi,District_Kotobashi,District_Kyojima,District_Midori,District_Mukojima,District_Narihira,District_Oshiage,District_Ryogoku,District_Sumida,District_Tachibana,District_Taihei,District_Tatekawa,District_Tsutsumidoori,District_Yahiro,District_Yokoami,District_Yokokawa,Nearest_Station_Asakusa (Tobu/Toei/Metro),Nearest_Station_Higashiazuma,Nearest_Station_Higashimukojima,Nearest_Station_Hikifune,Nearest_Station_Hirai (Tokyo),Nearest_Station_Honjoazumabashi,Nearest_Station_Horikiri,Nearest_Station_Kameidosuijin,Nearest_Station_Kanegafuchi,Nearest_Station_Keiseihikifune,Nearest_Station_Kikukawa (Tokyo),Nearest_Station_Kinshicho,Nearest_Station_Kuramae,Nearest_Station_Morishita (Tokyo),Nearest_Station_Omurai,Nearest_Station_Oshiage,Nearest_Station_Ryogoku,Nearest_Station_Sumiyoshi (Tokyo),Nearest_Station_Tokyo Skytree,Nearest_Station_Yahiro,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road","Transactional factors_Dealings of real estate to which mortgage etc. are set,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
