,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Tsuzuki Ward,Yokohama City",District_Ayumigaoka,District_Chigasakichuo,District_Chigasakihigashi,District_Chigasakiminami,District_Edahigashi,District_Edaminami,District_Hayabuchi,District_Higashigatacho,District_Higashiyamata,District_Higashiyamatacho,District_Ikonobecho,District_Kachidaminami,District_Kagahara,District_Kawawacho,District_Kitayamata,District_Kuzugaya,District_Mihanayama,District_Minamiyamata,District_Nagasaka,District_Nakagawa,District_Nakagawachuo,District_Nakamachidai,District_Odananishi,District_Okumacho,District_Omaru,District_Orimotocho,District_Saedocho,District_Sakuranamiki,District_Shin-eicho,District_Sumiregaoka,District_Takayama,District_Ushikubo,District_Ushikubocho,District_Ushikubohigashi,District_Ushikubonishi,Nearest_Station_Azamino,Nearest_Station_Center Kita,Nearest_Station_Center Minami,Nearest_Station_Eda (Kanagawa),Nearest_Station_Higashiyamata,Nearest_Station_Hiyoshihoncho,Nearest_Station_Ichigao,Nearest_Station_Kamoi,Nearest_Station_Kawawacho,Nearest_Station_Kitayamata (Kanagawa),Nearest_Station_Kozukue,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Nakamachidai,Nearest_Station_Nakayama (Kanagawa),Nearest_Station_Nippa,Nearest_Station_Saginuma,Nearest_Station_Tsuzukifureainooka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
