,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Okawa City,District_Oaza Agemaki,District_Oaza Beniya,District_Oaza Dokaijima,District_Oaza Enokizu,District_Oaza Gebayashi,District_Oaza Gobaru,District_Oaza Hataho,District_Oaza Hitotsuki,District_Oaza Hongimuro,District_Oaza Kamishirakaki,District_Oaza Kanegae,District_Oaza Kitakoga,District_Oaza Kobo,District_Oaza Kuami,District_Oaza Mitsumaru,District_Oaza Morodomi,District_Oaza Mukaijima,District_Oaza Nakagimuro,District_Oaza Nakakoga,District_Oaza Ohashi,District_Oaza Onikoga,District_Oaza Onoshima,District_Oaza Sakai,District_Oaza Sakemi,District_Oaza Shimoaoki,District_Oaza Shimohachiin,District_Oaza Shimoshirakaki,District_Oaza Shinden,District_Oaza Tsu,Nearest_Station_Hatchomuta,Nearest_Station_Kamachi (Fukuoka),Nearest_Station_Nishitetsuyanagawa,Nearest_Station_Omizo,Nearest_Station_Yakabe,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
