,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Higashi Ward,Fukuoka City",District_Aoba,District_Chihaya,District_Doi,District_Futamataseshimmachi,District_Gannosu,District_Goguchimachi,District_Hakomatsu,District_Hakomatsushimmachi,District_Hakozaki,District_Hakozakifuto,District_Harada,District_Hatta,District_Kaizukadanchi,District_Kamata,District_Kashii,District_Kashiidai,District_Kashiiekihigashi,District_Kashiiekimae,District_Kashiiteriha,District_Kasumigaoka,District_Maidashi,District_Maimatsubara,District_Matsuda,District_Matsukadai,District_Matsushima,District_Matsuzaki,District_Midorigaoka,District_Mishimazaki,District_Mitoma,District_Miwadai,District_Miwadaishimmachi,District_Mizutani,District_Nago,District_Najima,District_Nata,District_Oaza Hiro,District_Oaza Kamiwajiro,District_Oaza Kashii,District_Oaza Nago,District_Oaza Shikashima,District_Otake,District_Saitozaki,District_Sharyo,District_Shimobaru,District_Shiohama,District_Takamidai,District_Tanotsu,District_Tatara,District_Tonoharu,District_Wajiro,District_Wajirogaoka,District_Wajirohigashi,District_Wakamiya,Nearest_Station_Chidori,Nearest_Station_Chihaya,Nearest_Station_Doi,Nearest_Station_Fukkodaimae,Nearest_Station_Gannosu,Nearest_Station_Hakozaki,Nearest_Station_Hakozakikyudaimae,Nearest_Station_Hakozakimiyamae,Nearest_Station_Kaizuka (Fukuoka),Nearest_Station_Kashii,Nearest_Station_Kashiijingu,Nearest_Station_Kashiikaenmae,Nearest_Station_Kashiimiyamae,Nearest_Station_Kyusandaimae,Nearest_Station_Maidashikyudaibyoinmae,Nearest_Station_Maimatsubara,Nearest_Station_Mitoma,Nearest_Station_Najima,Nearest_Station_Nata,Nearest_Station_Nishitetsuchihaya,Nearest_Station_Nishitetsukashii,Nearest_Station_None,Nearest_Station_Saitozaki,Nearest_Station_Tonoharu,Nearest_Station_Wajiro (JR),Nearest_Station_Wajiro (Nishitetsu),Nearest_Station_Yoshizuka,Nearest_Station_Yusu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
