,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kochi Prefecture,Municipality_Kochi City,District_Asahimachi,District_Asakura,District_Asakuranishimachi,District_Atagoyama,District_Azononishimachi,District_Echizemmachi,District_Eikokujicho,District_Futabacho,District_Harigihigashimachi,District_Hijimacho,District_Hitotsubashicho,District_Hommachi,District_Ikkuhigashimachi,District_Kamimachi,District_Kamobe,District_Kazurashima,District_Kitahommachi,District_Kitakawazoe,District_Koda,District_Marunouchi,District_Masugata,District_Minamigoza,District_Minamiharimayacho,District_Minaminomarucho,District_Mizuki,District_Nakahoeicho,District_Nawatecho,District_Nijudaimachi,District_Obiyamachi,District_Otanikoencho,District_Otesuji,District_Otsu,District_Ozucho,District_Rokusenjicho,District_Sagamicho,District_Sakaimachi,District_Sakurababa,District_Sakuraicho,District_Sambashidoori,District_Takajomachi,District_Takasu,District_Tojimmachi,District_Ushioshimmachi,District_Yokohama,District_Yoshidacho,Nearest_Station_Asahi (Kochi),Nearest_Station_Asahiekimaedori,Nearest_Station_Asakura (JR),Nearest_Station_Azono,Nearest_Station_Chiyoricho 1-chome,Nearest_Station_Engyojiguchi,Nearest_Station_Funato,Nearest_Station_Horizume,Nearest_Station_Iriake,Nearest_Station_Kamimachi 2-chome,Nearest_Station_Kochi,Nearest_Station_Kochishogyomae,Nearest_Station_Ohashidori,Nearest_Station_Saenbacho,Nearest_Station_Sanbashidori 5-chome,Nearest_Station_Tosaikku,Nearest_Station_Yasu,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
