,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Shibetsu City,District_Higashi10jo,District_Higashi11jo,District_Higashi1jo,District_Higashi1jokita,District_Higashi2jo,District_Higashi2jokita,District_Higashi3jo,District_Higashi3jokita,District_Higashi4jo,District_Higashi4jokita,District_Higashi5jo,District_Higashi5jokita,District_Higashi6jo,District_Higashi6jokita,District_Higashi7jo,District_Higashi7jokita,District_Higashi8jo,District_Higashi8jokita,District_Higashi9jo,District_Higashioka,District_Higashiyamacho,District_Kitamachi,District_Nishi1jo,District_Nishi2jo,District_Nishi3jo,District_Nishi4jo,District_Nishi4jokita,District_Nishi5jo,District_Odoorihigashi,District_Odoorikita,District_Odoorinishi,District_Shimoshibetsucho,Nearest_Station_None,Nearest_Station_Shibetsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
