,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okinawa Prefecture,Municipality_Naha City,District_Aja,District_Akamine,District_Akebono,District_Ameku,District_Asato,District_Aza Aja,District_Aza Ameku,District_Aza Asato,District_Aza Furujima,District_Aza Kokuba,District_Aza Maaji,District_Aza Matsugawa,District_Aza Nakaima,District_Aza Oroku,District_Aza Shikina,District_Aza Tabaru,District_Aza Uema,District_Aza Uenoya,District_Aza Yogi,District_Aza Yorimiya,District_Furujima,District_Gushi,District_Hantagawa,District_Higashimachi,District_Higawa,District_Izumizaki,District_Kanagusuku,District_Kohagura,District_Kume,District_Kumoji,District_Kyoharacho,District_Maejima,District_Makabi,District_Makishi,District_Matsugawa,District_Matsuo,District_Matsushima,District_Matsuyama,District_Mekaru,District_Mihara,District_Minatomachi,District_Miyagusuku,District_Nagata,District_Nishi,District_Omoromachi,District_Oroku,District_Shikina,District_Shuriakatacho,District_Shurigibocho,District_Shuriishiminecho,District_Shurikinjocho,District_Shurikubagawacho,District_Shurionacho,District_Shurionakacho,District_Shurisakiyamacho,District_Shurisamukawacho,District_Shurisueyoshicho,District_Shuritairacho,District_Shuriteracho,District_Shuritorihoricho,District_Shuriyamagawacho,District_Sobe,District_Tabaru,District_Takara,District_Tomari,District_Tsubogawa,District_Tsuboya,District_Tsuji,District_Uebaru,District_Uema,District_Wakasa,District_Yamashitacho,District_Yogi,District_Yorimiya,Nearest_Station_Akamine,Nearest_Station_Asahibashi,Nearest_Station_Asato,Nearest_Station_Furujima,Nearest_Station_Gibo,Nearest_Station_Kenchomae (Okinawa),Nearest_Station_Makishi,Nearest_Station_Miebashi,Nearest_Station_Nahakuko,Nearest_Station_None,Nearest_Station_Omoromachi,Nearest_Station_Onoyamakoen,Nearest_Station_Oroku,Nearest_Station_Shiritsubyoinmae (Okinawa),Nearest_Station_Shuri,Nearest_Station_Tsubogawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
