,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Municipality_Yuki City,District_Chuocho,District_Fujimicho,District_Jonammachi,District_Kawakiya,District_Midoricho,District_Oaza Egawaomachi,District_Oaza Furujukushinden,District_Oaza Gosuke,District_Oaza Hagasaki,District_Oaza Hamanobe,District_Oaza Higashimoro,District_Oaza Imajuku,District_Oaza Kamiyamakawa,District_Oaza Kanakubo,District_Oaza Komori,District_Oaza Kubota,District_Oaza Naka,District_Oaza Odabayashi,District_Oaza Oki,District_Oaza Shimeba,District_Oaza Tama,District_Oaza Uenashi,District_Oaza Yamakawashinjuku,District_Oaza Yuuki,District_Ohashicho,District_Shimpukuji,District_Wakamiya,Nearest_Station_Higashiyuki,Nearest_Station_Kawashima,Nearest_Station_Koga,Nearest_Station_Otabayashi,Nearest_Station_Yuhki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
